Make,Model,Vendor Code,Vendor Name,MPN,AD Item Number,Vendor Notes,REF#,OEM#,Year
ARCTIC CAT,700 EFI H1,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2008-11,,2008-11
ARCTIC CAT,700 EFI H1 MUDPRO ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2009-11,,2009-11
ARCTIC CAT,700 EFI H1 MUDPRO ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2009-11,,2009-11
ARCTIC CAT,700 EFI H1 W/AT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2008-11,,2008-11
ARCTIC CAT,700 EFI H1 W/AT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2008-11,,2008-11
ARCTIC CAT,700 EFI/LTD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2011-14,,2011-14
ARCTIC CAT,700 GT EFI ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012,,2012
ARCTIC CAT,700 GT EFI ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012,,2012
ARCTIC CAT,700 H1 TRV ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2008-11,,2008-11
ARCTIC CAT,700 LTD EFI ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2013,,2013
ARCTIC CAT,700 LTD EFI ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2013,,2013
ARCTIC CAT,700 TBX,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2010-18,,2010-18
ARCTIC CAT,700 TBX,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2010-18,,2010-18
ARCTIC CAT,700 TRV ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2008-15,,2008-15
ARCTIC CAT,700 XT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2013,,2013
ARCTIC CAT,700 XT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2013-14,,2013-14
ARCTIC CAT,700I EFI MUDPRO/LTD  ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012-15,,2012-15
ARCTIC CAT,ALTERRA 700 ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2016-21,,2016-21
ARCTIC CAT,ALTERRA 700 XT EPS ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2017-20,,2017-20
ARCTIC CAT,ALTERRA TRV 700 XT EPS ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2017-22,,2017-22
ARCTIC CAT,1000 CRUISER ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012,,2012
ARCTIC CAT,1000 TRV,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2013,,2013
ARCTIC CAT,1000 TRV GT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012,,2012
ARCTIC CAT,1000 TRV GT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012,,2012
ARCTIC CAT,1000 TRV LTD ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2013,,2013
ARCTIC CAT,1000 XT,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2013-17,,2013-17
ARCTIC CAT,1000 XT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2013,,2013
ARCTIC CAT,1000I GT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012,,2012
ARCTIC CAT,1000I GT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012,,2012
ARCTIC CAT,1000I GT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012,,2012
ARCTIC CAT,1000I LTD EFI MUDPRO ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012-13,,2012-13
ARCTIC CAT,1000I LTD EFI MUDPRO ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012-14,,2012-14
ARCTIC CAT,H2 MUDPRO ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2010-11,,2010-11
ARCTIC CAT,H2 MUDPRO ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2010-11,,2010-11
ARCTIC CAT,H2 THUNDERCAT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2008-11,,2008-11
ARCTIC CAT,H2 THUNDERCAT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502-1,127393,"REF# : 50-1061,50-1060; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2008-11,,2008-11
UTV,PROWLER 550 ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2009-14,,2009-14
UTV,PROWLER 650 ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2007,,2007
UTV,PROWLER 650 ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1061,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2007,,2007
UTV,PROWLER 650 XT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2006-09,,2006-09
UTV,PROWLER 650 XT ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1061,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2006-09,,2006-09
UTV,PROWLER 700 XTX ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04502,129340,"REF# : 50-1130,50-1128; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2008-14,,2008-14
ARCTIC CAT,WILDCAT TRAIL/TRAIL XT,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04509,127395,"REF# : 50-1160,50-1163; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2014-19,,2014-19
UTV,COMMANDER 1000 DPS,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2016-19,,2016-19
UTV,COMMANDER 1000 LTD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2016-19,,2016-19
UTV,COMMANDER 1000 STD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2011-19,,2011-19
UTV,COMMANDER 1000 XT,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2016-19,,2016-19
UTV,COMMANDER 1000 XTP,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2014-17,,2014-17
UTV,COMMANDER 800 DPS,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2013-18,,2013-18
UTV,COMMANDER 800 LTD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2016,,2016
UTV,COMMANDER 800 STD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2011-18,,2011-18
UTV,COMMANDER 800 XT,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2011-18,,2011-18
UTV,COMMANDER 800 XTP,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2016,,2016
UTV,COMMANDER MAX 1000 STD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2015-19,,2015-19
UTV,COMMANDER MAX 1000 XT/DPS/LTD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2014-19,,2014-19
UTV,COMMANDER MAX 1000 XTP,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2015,,2015
UTV,COMMANDER MAX 800 DPS/LTD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04348-2,127391,"REF# : 50-112750-1126, 50-1143; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2016-19,,2016-19
HONDA,TRX500FA,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04134,127384,REF# : 50-100350-1038; FRONT A-ARM REPAIR KITS: UPPER & LOWER,2001-14,,2001-14
HONDA,TRX500FE,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04134,127384,REF# : 50-100350-1038; FRONT A-ARM REPAIR KITS: UPPER & LOWER,2005-13,,2005-13
HONDA,TRX500FM,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04134,127384,REF# : 50-100350-1038; FRONT A-ARM REPAIR KITS: UPPER & LOWER,2005-13,,2005-13
HONDA,TRX500FGA,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04134,127384,REF# : 50-100350-1038; FRONT A-ARM REPAIR KITS: UPPER & LOWER,2004-09,,2004-09
HONDA,TRX500FPM,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04134,127384,REF# : 50-100350-1038; FRONT A-ARM REPAIR KITS: UPPER & LOWER,2009-13,,2009-13
HONDA,TRX500FPE/FPM,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04134,127384,REF# : 50-100350-1038; FRONT A-ARM REPAIR KITS: UPPER & LOWER,2008-13,,2008-13
HONDA,TRX500FPA,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04134,127384,REF# : 50-100350-1038; FRONT A-ARM REPAIR KITS: UPPER & LOWER,2009-14,,2009-14
HONDA,TRX500TM,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04134,127384,REF# : 50-100350-1038; FRONT A-ARM REPAIR KITS: UPPER & LOWER,2005-06,,2005-06
KAWASAKI,KFX400,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04120-1,127371,"REF# : 50-1014,50-1028; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2003-06,,2003-06
KAWASAKI,KVF650I BRUTE FORCE,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04126,127377,"REF# : 50-1032,50-1031; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2006-13,,2006-13
KAWASAKI,KVF700 PRAIRIE ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04126,127377,"REF# : 50-1029,50-1031; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2004-06,,2004-06
KAWASAKI,KVF750 BRUTE FORCE EPS,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04127,127378,"REF# : 50-1032,50-1029; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2005-11,,2005-11
KAWASAKI,KVF750 BRUTE FORCE / EPS,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04520,128727,"REF# : 50-1088,50-1089; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2012-22,,2012-22
POLARIS,SPORTSMAN 570 SP ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04353,128246,"REF# : 50-1094,50-1165; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2015-20,,2015-20
POLARIS,SPORTSMAN TOURING 570,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04353,128246,"REF# : 50-1094,50-1165; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2015-20,,2015-20
UTV,RZR 4 900,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04516,128260,"REF# : 50-1179,50-1176; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2017-18,,2017-18
UTV,RZR 900 50 INCH,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04516,128260,"REF# : 50-1179,50-1176; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2017,,2017
UTV,RZR 900 50 INCH / EPS,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04516,128260,"REF# : 50-1179,50-1176; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2018-20,,2018-20
UTV,RZR 900 55 INCH,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04516,128260,"REF# : 50-1179,50-1176; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2017,,2017
UTV,RZR 900 60 INCH,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04516,128260,"REF# : 50-1179,50-1176; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2017-19,,2017-19
UTV,GENERAL 1000 4P MD/4P PS/EPS/PS MD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04516,128260,"REF# : 50-1179,50-1176; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2017-22,,2017-22
UTV,GENERAL 1000 EPS,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04516,128260,"REF# : 50-1180,50-1176; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2016,,2016
UTV,RZR 1000 60 INCH,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04516,128260,"REF# : 50-1179,50-1176; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2017-20,,2017-20
UTV,RZR XP 1000,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04516,128260,"REF# : 50-1179,50-1176; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2017-20,,2017-20
UTV,RZR XP 4 1000 ,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04516,128260,"REF# : 50-1179,50-1176; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2017-20,,2017-20
SUZUKI,LT-Z400,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04120-1,127371,"REF# : 50-1014,50-1028; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2003-14,,2003-14
SUZUKI,LTA-450X,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04128,127379,"REF# : 50-1078,50-1039; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2007-10,,2007-10
SUZUKI,LT-A500X KING QUAD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04128,127379,"REF# : 50-1078,50-1039; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2009-22,,2009-22
SUZUKI,LT-A700X KING QUAD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04128,127379,"REF# : 50-1037,50-1039; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2005-07 ,,2005-07 
SUZUKI,LTA-750 X KING QUAD,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04128,127379,"REF# : 50-1078,50-1039; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2008-22,,2008-22
YAMAHA,YFM125 RAPTOR,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04131,127381,"REF# : 50-1005,50-1009; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2011-13,,2011-13
YAMAHA,YFS200 BLASTER,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04131,127381,"REF# : 50-1006,50-1009; FRONT A-ARM REPAIR KITS: UPPER & LOWER",1988-06,,1988-06
YAMAHA,YFM250 RAPTOR,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04131,127381,"REF# : 50-1005,50-1009; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2008-13,,2008-13
YAMAHA,YFZ350 BANSHEE,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04131,127381,"REF# : 50-1005,50-1009; FRONT A-ARM REPAIR KITS: UPPER & LOWER",1991-06,,1991-06
YAMAHA,YFZ450,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04131,127381,"REF# : 50-1005,50-1009; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2004-13,,2004-13
YAMAHA,YFZ450X,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04131,127381,"REF# : 50-1005,50-1009; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2010-11,,2010-11
YAMAHA,YFM660R RAPTOR,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04131,127381,"REF# : 50-1004,50-1009; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2001-05,,2001-05
YAMAHA,YFM700R RAPTOR,NACH,NACHMAN INTERNATIONAL CO. LTD,AT-04131,127381,"REF# : 50-1005,50-1009; FRONT A-ARM REPAIR KITS: UPPER & LOWER",2006-23,,2006-23
